N,P,K,temperature,humidity,pH,rainfall,label,category
101.79,50.79,70.39,32.11,75.51,6.36,97.07,Napier Grass,Fodder Crops
85.69,48.53,90.37,27.9,67.02,6.77,122.73,Papaya,Fruits
28.65,58.45,51.93,14.66,49.11,6.26,61.92,Faba Bean,Pulses & Legumes
62.45,48.79,68.24,12.1,63.69,6.96,91.72,Cherry,Fruits
26.45,43.43,29.6,24.59,68.2,7.0,104.05,Pigeon Pea,Pulses & Legumes
24.73,49.65,41.35,14.71,51.45,6.9,54.04,Field Pea,Pulses & Legumes
61.69,34.86,50.53,27.44,58.22,5.63,65.53,Moringa,Plantation Crops
30.98,42.57,50.43,25.74,49.46,7.01,68.42,Chickpea,Pulses & Legumes
26.22,42.55,35.81,29.9,54.34,6.92,68.43,Cowpea,Pulses & Legumes
77.2,53.19,63.35,18.94,63.56,6.9,64.13,Spinach,Vegetables
56.26,35.51,98.51,28.0,61.65,6.3,82.67,Sweet Potato,Vegetables
66.71,48.76,49.9,23.78,49.05,6.54,65.86,Safflower,Oilseeds
80.32,36.85,36.42,12.7,53.49,6.25,64.11,Rye,Cereals & Grains
68.67,54.56,80.32,29.02,75.3,6.89,69.65,Cucumber,Vegetables
24.47,40.11,42.46,19.17,56.98,7.14,49.93,Lentil,Pulses & Legumes
50.68,30.78,60.89,27.04,65.45,6.49,95.01,Persimmon,Fruits
87.63,42.23,97.48,30.23,76.99,6.17,145.14,Colocasia,Vegetables
58.53,34.09,38.82,22.97,57.85,6.88,61.38,Amaranth,Cereals & Grains
27.91,55.54,47.27,14.25,62.43,6.86,72.69,Peas,Pulses & Legumes
65.18,55.89,74.12,11.88,51.73,6.94,87.09,Apricot,Fruits
40.95,33.89,44.02,29.65,54.87,7.22,73.14,Tamarind,Plantation Crops
34.78,29.0,46.93,31.2,50.76,7.84,35.55,Neem,Plantation Crops
75.63,43.57,114.27,30.5,82.72,6.05,169.83,Coconut,Fruits
57.37,50.86,67.69,31.98,75.34,6.16,80.97,Bitter Gourd,Vegetables
28.92,41.14,42.25,32.46,51.43,6.26,69.12,Cowpea,Pulses & Legumes
52.17,39.39,52.3,26.48,78.95,6.61,194.47,Vanilla,Cash Crops
66.78,45.78,79.36,28.47,78.44,6.62,156.46,Rambutan,Fruits
42.1,31.23,47.32,32.02,53.89,5.95,48.65,Sisal,Fiber Crops
72.97,46.48,77.97,20.92,82.63,5.9,264.82,Cocoa,Plantation Crops
29.68,50.54,50.46,19.3,53.02,6.95,61.74,Chickpea,Pulses & Legumes
58.5,35.15,61.04,29.88,80.07,5.07,265.87,Rubber,Cash Crops
72.15,53.18,60.79,11.44,60.75,6.98,77.75,Cherry,Fruits
52.87,34.34,45.82,31.88,68.77,5.83,63.57,Moringa,Plantation Crops
73.31,47.61,84.47,24.55,69.15,7.35,114.25,Avocado,Fruits
56.42,39.63,38.38,18.39,47.65,6.62,51.57,Flax,Fiber Crops
49.81,30.93,54.48,22.65,52.72,6.56,80.45,Castor,Oilseeds
86.18,33.85,97.54,27.09,73.69,6.29,155.66,Taro,Vegetables
66.45,47.23,66.49,23.36,81.96,6.38,124.19,Jackfruit,Fruits
115.04,60.96,80.01,23.17,58.16,6.46,79.21,Sweet Corn,Vegetables
97.77,69.35,97.57,14.31,65.6,6.43,62.2,Cabbage,Vegetables
84.69,44.27,62.09,18.98,65.18,6.69,74.4,Swiss Chard,Vegetables
103.29,73.2,83.84,13.42,64.5,6.85,47.34,Broccoli,Vegetables
79.58,44.8,47.59,14.19,58.99,6.93,55.6,Triticale,Cereals & Grains
136.28,56.65,106.72,29.0,72.99,6.63,161.9,Sugarcane,Cash Crops
40.07,34.92,48.88,29.44,67.5,5.89,52.65,Moringa,Plantation Crops
63.67,49.66,67.39,23.2,77.72,6.37,135.64,Jackfruit,Fruits
38.86,34.88,65.04,14.15,71.8,4.46,87.21,Blueberry,Fruits
97.38,53.36,51.22,12.03,56.44,6.82,53.79,Canola,Oilseeds
59.92,29.95,50.9,20.57,68.58,6.47,76.63,Basil,Spices & Herbs
15.33,43.2,44.56,14.91,50.57,6.69,58.15,Field Pea,Pulses & Legumes
71.36,46.73,84.21,22.06,55.89,6.59,65.72,Mango,Fruits
133.97,64.59,84.1,21.55,56.96,6.57,86.36,Maize,Cereals & Grains
58.72,42.54,75.88,32.75,73.33,6.86,87.16,Ridgegourd,Vegetables
60.02,41.53,86.91,27.68,80.17,5.85,223.58,Mangosteen,Fruits
22.77,30.62,33.26,29.4,47.23,6.6,34.5,Moth Bean,Pulses & Legumes
111.38,75.22,97.4,15.25,63.03,6.76,69.11,Broccoli,Vegetables
19.54,46.03,46.18,21.52,64.92,6.46,69.33,Runner Bean,Pulses & Legumes
38.86,33.36,43.94,29.11,76.52,6.43,174.22,Cinnamon,Cash Crops
64.57,44.81,89.53,23.14,64.35,6.25,105.77,Lemon,Fruits
65.3,41.54,86.35,27.76,69.12,6.62,74.52,Mandarin,Fruits
96.64,64.21,74.26,22.68,65.76,6.61,76.0,Brinjal,Vegetables
103.01,57.47,69.97,21.94,62.8,6.31,88.68,Brinjal,Vegetables
97.6,55.96,69.49,24.0,62.5,6.9,73.39,Chilli,Spices & Herbs
60.39,50.16,44.87,23.69,47.76,6.3,56.39,Safflower,Oilseeds
70.48,44.96,75.56,23.23,78.63,6.57,169.17,Jackfruit,Fruits
72.14,47.76,78.68,23.54,59.84,6.4,80.91,Mango,Fruits
63.51,66.47,68.87,14.19,74.44,6.13,69.36,Strawberry,Fruits
96.77,54.51,72.0,26.82,63.4,6.55,85.49,Chilli,Spices & Herbs
59.74,44.01,49.44,24.54,56.13,6.47,87.15,Castor,Oilseeds
30.75,42.5,50.18,31.38,52.82,7.8,58.19,Cluster Bean,Vegetables
60.58,49.11,66.03,14.47,64.2,7.27,72.54,Cherry,Fruits
101.18,59.96,49.02,26.11,48.64,6.52,79.44,Cotton,Cash Crops
54.29,42.79,66.16,19.17,58.64,6.62,57.25,Radish,Vegetables
95.96,62.16,54.87,26.74,49.99,6.99,96.38,Cotton,Cash Crops
98.41,78.26,90.06,14.77,63.73,6.51,71.19,Broccoli,Vegetables
56.01,38.2,95.46,27.66,68.94,6.4,80.7,Sweet Potato,Vegetables
74.28,43.79,119.15,33.11,84.38,6.45,152.75,Coconut,Fruits
25.9,48.64,44.19,22.5,58.47,6.63,81.74,Runner Bean,Pulses & Legumes
25.07,58.55,76.74,27.35,64.43,6.15,82.67,Peanut,Pulses & Legumes
67.09,49.91,88.73,13.45,61.92,6.96,98.61,Plum,Fruits
87.31,73.69,65.97,23.29,56.2,6.52,87.98,Sunflower,Oilseeds
47.12,41.48,41.33,13.34,46.72,6.5,60.64,Linseed,Oilseeds
26.67,55.76,54.71,15.84,67.37,7.87,61.62,Berseem,Fodder Crops
62.74,39.15,50.49,26.59,53.42,7.12,69.53,Pomegranate,Fruits
51.21,40.64,42.73,15.27,41.8,6.65,59.18,Linseed,Oilseeds
28.66,46.24,29.65,23.37,59.27,6.94,115.74,Pigeon Pea,Pulses & Legumes
73.86,49.15,55.84,18.04,64.12,7.41,60.73,Spinach,Vegetables
100.45,73.1,103.53,16.05,59.16,7.09,72.16,Brussels Sprouts,Vegetables
75.94,52.77,92.64,25.59,82.5,6.58,131.77,Yam,Vegetables
70.61,53.84,101.81,27.1,71.68,5.91,145.75,Pineapple,Fruits
96.46,62.39,91.66,13.23,70.59,6.9,70.99,Cabbage,Vegetables
156.7,50.47,109.77,31.7,76.18,6.8,164.05,Sugarcane,Cash Crops
43.48,26.46,37.78,24.47,63.47,7.61,49.09,Fennel,Spices & Herbs
72.52,53.32,79.36,19.83,76.05,6.84,96.86,Mint,Spices & Herbs
47.93,37.91,36.74,19.83,62.34,7.74,50.63,Fennel,Spices & Herbs
23.14,48.91,41.36,13.21,50.73,6.62,58.38,Field Pea,Pulses & Legumes
98.9,67.45,95.68,12.96,65.53,6.06,67.55,Cabbage,Vegetables
68.91,66.6,75.39,20.47,58.94,7.42,64.58,Garlic,Vegetables
83.99,44.19,43.41,14.63,55.94,7.24,57.53,Triticale,Cereals & Grains
93.87,44.55,71.86,20.83,65.38,6.68,78.0,Swiss Chard,Vegetables
47.33,33.03,41.64,25.84,79.05,5.99,227.02,Nutmeg,Cash Crops
137.28,55.04,106.04,27.19,76.48,7.15,149.87,Sugarcane,Cash Crops
60.49,59.51,69.23,12.83,62.83,6.88,121.94,Pear,Fruits
122.35,107.37,119.46,18.33,61.78,5.79,81.1,Potato,Vegetables
97.86,48.43,59.92,24.41,57.55,6.62,74.41,Hemp,Fiber Crops
68.47,38.45,48.86,19.64,89.48,5.02,156.97,Tea,Cash Crops
77.87,51.38,76.75,21.16,65.23,6.4,82.21,Swiss Chard,Vegetables
81.33,51.36,89.47,29.52,73.57,7.16,106.09,Papaya,Fruits
64.96,46.77,68.6,24.41,64.75,7.0,74.84,Pumpkin,Vegetables
34.46,22.35,28.03,15.86,57.16,6.37,40.41,Teff,Cereals & Grains
73.81,55.9,87.61,25.38,71.39,6.15,108.08,Mandarin,Fruits
105.58,50.41,45.94,27.42,66.92,5.92,243.33,Rice,Cereals & Grains
59.65,38.08,90.02,28.83,78.37,5.86,195.98,Mangosteen,Fruits
66.14,30.16,38.65,27.15,59.76,6.68,64.69,Amaranth,Cereals & Grains
57.58,39.4,68.85,25.97,52.04,6.37,86.34,Watermelon,Fruits
65.48,51.54,61.84,25.62,79.65,6.7,217.18,Black Pepper,Cash Crops
58.4,50.09,65.81,29.29,82.89,6.48,125.45,Jackfruit,Fruits
77.01,46.52,71.19,27.5,66.98,6.88,74.1,Pumpkin,Vegetables
32.25,41.46,49.51,18.51,53.12,6.78,47.98,Lentil,Pulses & Legumes
32.36,24.09,43.07,34.85,45.04,7.8,58.7,Neem,Plantation Crops
132.49,63.28,82.2,22.72,52.63,6.34,88.44,Maize,Cereals & Grains
59.07,38.85,46.27,14.25,56.1,7.14,44.16,Linseed,Oilseeds
62.38,38.35,77.17,13.33,62.23,6.35,57.51,Endive,Vegetables
100.32,71.21,70.52,23.33,65.1,6.73,78.19,Brinjal,Vegetables
24.32,55.25,47.12,18.89,52.63,7.15,62.78,Faba Bean,Pulses & Legumes
64.18,38.41,103.42,28.97,60.5,6.37,77.51,Sweet Potato,Vegetables
54.63,30.04,31.95,28.17,60.07,6.79,85.8,Niger Seed,Oilseeds
23.68,58.28,47.23,15.91,49.17,7.55,65.97,Faba Bean,Pulses & Legumes
48.42,37.26,58.19,34.33,45.97,6.51,79.76,Fig,Fruits
90.18,44.45,107.75,29.5,76.02,5.87,157.03,Taro,Vegetables
62.28,38.67,71.07,29.81,69.5,6.57,91.49,Ridgegourd,Vegetables
88.48,47.3,96.9,13.85,71.41,6.49,71.47,Celery Root,Vegetables
91.44,55.81,46.81,12.19,55.23,7.22,74.83,Canola,Oilseeds
26.46,37.73,45.02,30.41,53.19,7.89,58.32,Cluster Bean,Vegetables
85.5,52.96,83.6,28.75,68.63,6.72,130.88,Papaya,Fruits
57.68,38.1,71.48,31.19,70.65,6.4,97.75,Ridgegourd,Vegetables
91.0,39.27,105.94,26.56,77.0,5.98,150.9,Colocasia,Vegetables
96.46,62.42,109.77,15.22,59.65,6.98,77.17,Brussels Sprouts,Vegetables
85.03,72.71,63.27,20.93,51.0,6.53,86.55,Sunflower,Oilseeds
52.76,28.71,39.13,25.54,72.39,5.88,220.34,Nutmeg,Cash Crops
51.54,22.1,33.25,16.87,50.24,6.31,37.12,Teff,Cereals & Grains
104.59,59.02,91.47,15.55,66.6,6.91,60.09,Broccoli,Vegetables
68.71,46.4,68.92,23.95,78.92,6.52,137.28,Jackfruit,Fruits
68.76,53.3,81.71,29.04,53.95,6.39,76.4,Mango,Fruits
56.87,43.31,68.44,26.65,76.76,5.96,81.76,Bitter Gourd,Vegetables
71.72,50.08,88.11,26.41,70.79,5.71,122.34,Longan,Fruits
69.67,43.84,67.54,24.14,50.31,6.47,71.21,Watermelon,Fruits
73.38,48.52,70.16,28.78,67.36,6.89,90.82,Muskmelon,Fruits
59.26,46.48,54.52,23.57,54.78,6.6,84.07,Castor,Oilseeds
77.15,47.72,86.32,22.25,69.72,7.27,133.07,Avocado,Fruits
53.98,24.42,46.7,23.83,40.01,7.08,54.21,Olive,Fruits
54.59,28.51,41.19,24.77,61.44,6.48,96.01,Cashew,Plantation Crops
61.65,28.73,31.33,35.22,45.76,6.39,43.44,Millet,Cereals & Grains
84.73,44.44,72.48,23.79,59.97,6.14,66.75,Tobacco,Cash Crops
75.07,46.62,73.69,25.8,67.16,6.99,82.97,Muskmelon,Fruits
59.16,39.36,47.23,22.14,82.33,6.55,172.95,Vanilla,Cash Crops
67.48,38.43,78.25,15.81,60.02,6.52,42.13,Turnip,Vegetables
75.48,46.91,81.79,8.9,56.24,6.6,123.29,Pear,Fruits
67.48,26.78,44.0,28.17,55.84,6.83,42.47,Sorghum,Cereals & Grains
31.94,25.9,41.08,29.33,30.34,8.0,51.51,Neem,Plantation Crops
59.12,41.37,69.92,32.46,65.68,6.63,97.44,Ridgegourd,Vegetables
77.02,41.86,40.35,17.72,56.61,6.99,72.42,Mustard,Oilseeds
68.17,56.2,90.79,26.58,68.3,6.12,88.33,Mandarin,Fruits
47.3,34.78,39.38,33.18,53.28,6.29,43.56,Sisal,Fiber Crops
100.66,47.66,53.76,27.54,79.51,6.56,259.63,Rice,Cereals & Grains
39.75,22.75,34.34,31.0,40.99,6.12,36.38,Sesame,Oilseeds
85.45,57.02,75.23,14.31,71.9,6.86,73.56,Celery,Spices & Herbs
25.29,62.11,43.46,13.57,50.23,6.68,47.31,Field Pea,Pulses & Legumes
112.26,61.35,110.09,18.33,61.8,6.61,63.85,Cauliflower,Vegetables
69.82,46.89,77.23,27.38,76.96,6.5,166.46,Rambutan,Fruits
86.14,52.32,78.11,13.99,68.49,7.05,72.74,Celery,Spices & Herbs
85.44,52.04,88.9,25.98,84.83,6.55,118.65,Yam,Vegetables
45.18,30.94,23.86,19.96,42.94,7.9,39.11,Cumin,Spices & Herbs
77.01,57.64,56.66,18.06,61.66,7.15,58.86,Spinach,Vegetables
87.53,35.96,95.2,29.62,72.91,5.94,150.27,Colocasia,Vegetables
48.38,34.65,32.8,27.51,64.87,5.93,127.33,Cashew,Plantation Crops
26.65,56.34,64.59,17.6,70.22,7.95,80.19,Berseem,Fodder Crops
56.23,28.84,57.67,30.77,80.34,5.68,241.72,Rubber,Cash Crops
34.44,28.51,68.72,15.73,67.84,4.48,74.61,Blueberry,Fruits
92.7,57.45,47.57,12.49,56.06,6.92,73.67,Canola,Oilseeds
87.93,56.72,88.73,19.14,60.57,6.54,58.13,Kohlrabi,Vegetables
54.68,32.76,94.49,27.84,67.94,6.21,78.15,Sweet Potato,Vegetables
59.77,39.59,32.31,17.0,45.94,6.66,54.57,Flax,Fiber Crops
70.26,42.4,104.22,16.97,61.28,7.07,54.9,Beetroot,Vegetables
20.18,48.38,44.64,22.1,63.4,6.26,74.48,Runner Bean,Pulses & Legumes
43.66,21.91,31.54,16.67,51.88,6.41,47.49,Teff,Cereals & Grains
64.71,44.4,108.6,22.28,75.0,5.89,129.05,Pineapple,Fruits
72.67,36.66,77.76,23.93,65.63,6.85,91.54,Orange,Fruits
61.89,43.2,67.09,20.35,72.79,6.7,90.53,Mint,Spices & Herbs
57.58,40.42,64.68,26.36,63.07,6.58,93.01,Persimmon,Fruits
59.97,39.17,92.68,27.79,80.38,6.33,199.9,Mangosteen,Fruits
71.75,45.88,64.69,19.26,80.05,6.92,88.29,Mint,Spices & Herbs
37.8,57.64,69.56,27.87,69.27,6.66,95.21,Soybean,Pulses & Legumes
88.81,57.27,57.93,24.45,62.74,6.82,84.22,Hemp,Fiber Crops
115.17,53.73,49.53,29.43,78.52,6.46,241.83,Rice,Cereals & Grains
63.82,41.37,83.15,13.13,73.23,5.74,79.14,Raspberry,Fruits
63.14,38.5,57.64,29.21,71.58,6.46,68.94,Bottle Gourd,Vegetables
90.39,49.23,65.97,27.66,67.26,6.83,53.55,Okra,Vegetables
100.83,65.37,102.34,14.91,65.78,6.83,68.74,Broccoli,Vegetables
121.59,55.45,128.98,33.01,72.9,5.89,152.41,Banana,Fruits
71.34,48.68,90.84,23.58,72.2,5.56,118.76,Pineapple,Fruits
70.36,46.57,85.7,24.74,67.59,6.85,98.87,Orange,Fruits
76.47,48.65,67.72,26.33,80.04,6.4,184.66,Jackfruit,Fruits
113.77,67.75,92.09,14.42,66.19,6.86,64.11,Broccoli,Vegetables
45.45,39.32,45.0,32.4,51.71,6.66,78.88,Dragon Fruit,Fruits
102.08,74.99,108.28,13.26,62.0,6.5,69.42,Brussels Sprouts,Vegetables
55.76,43.39,52.78,28.34,53.09,7.14,56.39,Pomegranate,Fruits
54.32,42.65,48.14,25.44,53.97,7.01,54.36,Pomegranate,Fruits
47.59,29.36,27.11,29.86,49.48,6.47,42.51,Sesame,Oilseeds
22.57,46.84,49.49,24.03,63.03,6.15,67.48,Lima Bean,Pulses & Legumes
63.51,48.08,51.62,26.98,51.64,6.75,59.36,Pomegranate,Fruits
85.84,45.49,82.6,23.56,64.19,6.11,114.15,Grapefruit,Fruits
104.21,57.1,72.36,28.26,64.46,6.68,75.11,Chilli,Spices & Herbs
99.09,68.19,90.98,15.4,64.68,6.63,65.73,Cabbage,Vegetables
73.78,45.32,77.4,24.34,67.87,6.4,100.74,Orange,Fruits
77.18,45.24,77.13,14.44,62.05,6.5,133.66,Apple,Fruits
46.67,26.76,29.02,30.51,45.04,6.48,51.38,Sesame,Oilseeds
73.2,40.07,93.82,23.02,75.6,7.02,125.89,Passion Fruit,Fruits
57.61,46.57,111.74,26.71,79.93,6.31,135.27,Arecanut,Plantation Crops
153.03,53.52,116.62,32.73,73.7,6.86,146.6,Sugarcane,Cash Crops
95.05,52.28,46.85,12.02,53.13,7.26,61.7,Canola,Oilseeds
49.2,34.47,46.02,32.09,44.97,6.25,73.46,Fig,Fruits
48.1,40.27,54.18,28.28,50.43,6.26,83.63,Fig,Fruits
94.76,61.37,68.76,12.74,67.31,7.4,37.95,Kale,Vegetables
75.85,47.77,82.69,26.82,56.87,6.05,69.35,Tobacco,Cash Crops
67.41,49.32,64.49,10.29,72.94,6.06,58.52,Strawberry,Fruits
63.57,48.81,77.31,13.34,58.86,6.64,102.7,Plum,Fruits
75.01,48.57,75.57,26.51,62.34,6.15,74.58,Tobacco,Cash Crops
120.99,58.96,94.19,18.35,61.2,7.06,74.36,Artichoke,Vegetables
110.17,64.07,73.81,11.72,61.71,6.96,42.99,Kale,Vegetables
66.71,57.0,75.4,14.43,52.05,6.94,80.62,Apricot,Fruits
42.83,34.35,39.39,28.23,75.24,6.12,158.87,Cinnamon,Cash Crops
51.0,40.49,55.53,24.69,66.34,6.85,78.15,Persimmon,Fruits
67.33,48.04,79.22,27.2,73.79,6.65,178.81,Rambutan,Fruits
22.58,54.35,71.4,29.47,68.38,6.54,89.63,Peanut,Pulses & Legumes
57.22,36.87,77.78,15.28,60.47,6.57,56.79,Turnip,Vegetables
43.15,28.94,41.69,27.4,67.07,7.19,61.97,Tamarind,Plantation Crops
120.86,49.77,137.78,31.0,73.66,6.39,123.0,Banana,Fruits
67.05,55.11,71.77,11.75,53.05,6.51,78.61,Apricot,Fruits
86.24,46.76,103.29,15.23,65.32,6.37,62.25,Celery Root,Vegetables
81.62,53.03,78.48,23.16,67.23,7.13,137.98,Avocado,Fruits
64.85,48.51,47.12,28.84,60.2,6.54,91.13,Castor,Oilseeds
32.65,28.23,35.99,28.21,36.06,7.88,43.65,Neem,Plantation Crops
94.61,76.09,108.17,12.49,59.82,6.59,73.42,Brussels Sprouts,Vegetables
57.52,39.34,88.22,17.69,52.04,6.94,103.25,Grapes,Fruits
33.6,49.92,34.11,26.82,65.89,7.04,73.9,Green Gram,Pulses & Legumes
86.3,42.82,91.21,28.04,75.08,6.17,156.93,Colocasia,Vegetables
79.98,40.66,44.29,8.59,61.33,6.05,68.14,Oats,Cereals & Grains
84.56,40.06,43.47,33.42,50.99,6.42,57.44,Sudan Grass,Fodder Crops
76.4,48.38,55.97,32.99,66.19,5.83,77.91,Guava,Fruits
78.27,49.96,48.34,18.24,56.49,6.87,70.28,Mustard,Oilseeds
32.52,50.48,32.43,28.23,75.7,6.06,92.52,Black Gram,Pulses & Legumes
100.56,41.55,100.46,29.3,75.95,6.16,176.5,Colocasia,Vegetables
86.52,39.9,94.66,27.22,76.34,6.41,167.75,Taro,Vegetables
50.42,30.17,35.02,20.96,57.29,7.18,61.99,Fennel,Spices & Herbs
46.45,37.09,52.05,31.15,66.23,6.03,54.84,Moringa,Plantation Crops
62.47,42.19,76.29,32.19,69.28,6.67,106.36,Ridgegourd,Vegetables
62.65,41.07,43.9,25.06,49.87,6.62,61.0,Safflower,Oilseeds
20.61,47.38,39.2,13.54,48.29,6.39,50.37,Field Pea,Pulses & Legumes
49.78,37.52,47.97,15.53,48.38,6.64,60.15,Linseed,Oilseeds
53.29,39.15,60.51,15.05,60.69,6.33,55.1,Radish,Vegetables
92.5,63.71,97.96,13.96,66.41,6.56,69.29,Cabbage,Vegetables
65.8,64.4,68.88,21.43,63.0,7.1,60.33,Garlic,Vegetables
42.44,35.18,50.55,34.82,53.22,6.44,35.85,Sisal,Fiber Crops
70.66,43.34,72.49,12.69,64.03,6.44,68.59,Endive,Vegetables
148.05,61.24,107.69,32.58,77.17,7.31,179.04,Sugarcane,Cash Crops
88.88,54.06,57.43,25.09,64.43,6.93,75.21,Hemp,Fiber Crops
27.32,52.39,66.54,31.92,68.56,6.45,98.09,Peanut,Pulses & Legumes
99.99,43.95,49.8,9.36,53.74,6.65,64.84,Canola,Oilseeds
74.91,41.86,78.27,24.75,67.39,7.0,73.94,Pumpkin,Vegetables
114.76,68.65,106.16,15.75,65.02,6.95,69.71,Cauliflower,Vegetables
78.41,53.36,84.58,25.28,62.32,6.0,116.32,Grapefruit,Fruits
30.32,57.19,71.66,27.83,67.15,6.71,96.81,Soybean,Pulses & Legumes
63.41,47.79,84.84,11.35,72.78,5.91,85.56,Raspberry,Fruits
84.7,62.52,59.59,26.18,49.01,6.8,81.17,Cotton,Cash Crops
50.03,23.15,32.43,21.61,44.75,6.81,43.81,Teff,Cereals & Grains
80.16,56.27,82.54,25.19,69.55,5.68,153.06,Turmeric,Cash Crops
26.34,53.47,55.0,11.3,59.68,6.75,61.85,Peas,Pulses & Legumes
66.71,33.66,87.59,23.75,63.35,6.54,104.99,Lemon,Fruits
74.49,42.67,81.05,21.64,80.88,6.21,117.6,Coffee,Cash Crops
75.21,48.94,87.54,14.74,63.91,6.42,116.07,Apple,Fruits
86.47,52.52,99.74,24.07,77.19,6.32,117.96,Yam,Vegetables
57.27,35.36,93.59,29.38,68.76,5.91,72.26,Sweet Potato,Vegetables
38.65,36.97,48.23,23.99,61.75,6.9,55.98,Tamarind,Plantation Crops
119.62,68.47,83.79,24.16,57.92,6.84,74.4,Sweet Corn,Vegetables
38.37,36.84,53.67,14.32,71.47,6.42,74.02,Gooseberry,Fruits
52.14,33.47,91.56,24.88,66.8,6.42,126.11,Lemon,Fruits
44.35,44.54,60.29,26.12,86.5,5.75,197.75,Vanilla,Cash Crops
116.89,39.23,78.51,27.29,69.36,6.69,121.34,Napier Grass,Fodder Crops
112.66,57.75,88.07,22.12,56.68,6.76,63.97,Artichoke,Vegetables
50.02,39.25,93.24,22.45,71.74,6.44,96.46,Lemon,Fruits
60.32,32.82,95.59,28.87,64.02,6.59,95.07,Sweet Potato,Vegetables
84.6,62.57,64.66,21.97,65.12,6.99,60.14,Zucchini,Vegetables
70.69,57.07,74.59,27.24,65.11,6.81,73.84,Pumpkin,Vegetables
59.66,37.17,55.79,15.44,59.23,6.64,59.84,Radish,Vegetables
86.17,50.69,81.88,27.65,71.94,6.93,59.12,Cucumber,Vegetables
52.89,22.86,66.61,42.91,38.0,7.75,38.88,Date Palm,Plantation Crops
76.97,53.78,78.87,28.86,69.35,6.32,95.45,Mandarin,Fruits
53.35,38.81,48.2,24.92,84.59,6.01,181.92,Vanilla,Cash Crops
72.29,49.83,74.2,15.55,66.21,6.29,91.36,Peach,Fruits
61.03,33.94,53.82,20.98,70.38,7.17,82.78,Basil,Spices & Herbs
73.59,41.42,35.79,13.86,62.45,6.86,68.12,Mustard,Oilseeds
60.78,52.74,68.04,32.07,77.98,6.65,85.92,Bitter Gourd,Vegetables
27.1,54.1,49.89,24.68,51.38,6.86,63.74,Chickpea,Pulses & Legumes
87.14,66.6,58.43,20.63,56.62,6.26,89.21,Sunflower,Oilseeds
58.32,43.26,54.84,26.11,85.59,5.89,219.22,Black Pepper,Cash Crops
41.74,32.19,41.26,25.47,77.5,6.49,148.63,Cinnamon,Cash Crops
49.14,26.93,24.22,20.12,43.6,7.25,49.87,Ajwain,Spices & Herbs
50.86,41.02,65.24,25.45,63.51,6.66,79.59,Persimmon,Fruits
42.0,31.57,35.64,26.08,53.34,7.39,52.77,Fennel,Spices & Herbs
70.48,35.38,57.66,21.51,67.41,6.65,111.73,Mulberry,Fruits
72.52,37.5,74.57,24.84,71.22,6.53,91.67,Orange,Fruits
41.58,30.18,29.57,22.57,47.09,7.17,50.43,Ajwain,Spices & Herbs
92.82,69.31,102.01,11.19,65.52,6.31,57.94,Cabbage,Vegetables
52.46,23.64,32.16,17.93,55.68,6.38,44.46,Teff,Cereals & Grains
53.81,52.42,65.75,28.59,77.66,6.8,88.71,Bitter Gourd,Vegetables
67.96,36.99,71.4,30.71,74.44,6.35,73.66,Bottle Gourd,Vegetables
83.33,47.0,107.36,25.63,79.36,6.6,140.16,Taro,Vegetables
24.02,38.17,42.18,32.49,51.74,6.13,71.27,Cowpea,Pulses & Legumes
51.87,40.79,43.53,30.13,76.82,5.97,154.7,Nutmeg,Cash Crops
85.35,54.32,94.43,17.38,58.8,6.49,50.77,Kohlrabi,Vegetables
56.33,33.59,32.36,31.5,51.24,6.55,41.44,Millet,Cereals & Grains
71.38,35.61,60.33,23.24,69.39,6.82,103.21,Mulberry,Fruits
73.38,51.65,78.31,22.83,76.19,6.39,136.06,Passion Fruit,Fruits
65.57,39.22,65.06,26.89,68.77,6.26,73.2,Bottle Gourd,Vegetables
67.41,47.47,70.56,26.18,50.09,6.07,73.3,Watermelon,Fruits
52.74,35.46,49.76,30.08,55.37,5.94,49.97,Moringa,Plantation Crops
28.74,36.43,42.6,31.81,52.4,7.62,54.94,Cluster Bean,Vegetables
36.66,26.6,41.44,36.29,49.01,8.14,35.97,Neem,Plantation Crops
55.11,29.99,31.8,33.31,45.35,6.64,40.84,Millet,Cereals & Grains
70.39,38.02,83.47,21.24,79.81,6.53,171.08,Coffee,Cash Crops
28.65,48.44,49.7,23.34,51.04,6.66,68.12,Chickpea,Pulses & Legumes
101.83,68.67,91.0,13.72,64.01,6.93,57.52,Broccoli,Vegetables
94.36,51.69,47.59,27.63,71.17,5.87,202.86,Rice,Cereals & Grains
116.37,56.07,135.61,32.36,70.97,6.41,159.27,Banana,Fruits
70.11,43.59,86.36,11.38,73.42,6.04,84.73,Raspberry,Fruits
106.68,65.57,80.3,25.79,61.29,6.73,70.64,Chilli,Spices & Herbs
114.93,58.6,89.32,13.67,59.09,7.1,59.78,Artichoke,Vegetables
69.41,40.76,41.14,17.78,90.23,4.86,166.08,Tea,Cash Crops
33.11,49.59,37.62,28.05,61.54,7.44,77.32,Green Gram,Pulses & Legumes
52.73,32.07,44.88,30.62,62.43,5.65,53.43,Moringa,Plantation Crops
67.39,52.1,71.78,29.0,76.55,6.63,179.61,Rambutan,Fruits
64.85,46.39,85.88,14.84,58.43,6.62,113.24,Plum,Fruits
90.6,72.61,107.84,26.31,70.38,6.28,93.0,Tomato,Vegetables
