N,P,K,temperature,humidity,pH,rainfall,Total_NPK,Avg_NPK,NPK_Ratio,N_P_ratio,P_K_ratio,Temp_Humidity,Rainfall_Temp,pH_rainfall,N_rainfall,K_humidity,cat_Cash Crops,cat_Cereals & Grains,cat_Fiber Crops,cat_Fodder Crops,cat_Fruits,cat_Oilseeds,cat_Plantation Crops,cat_Pulses & Legumes,cat_Spices & Herbs,cat_Vegetables,label_encoded
47.84,26.31,31.58,16.36,64.12,6.43,66.36,105.73,35.24333333333333,0.8123620309050773,1.7517392896374957,0.8075506445672191,1049.0032,3.8225806451612905,426.6948,3174.6624,2024.9096,0,0,0,0,0,0,0,0,1,0,48
94.86,70.51,63.28,21.91,56.82,6.4,85.33,228.65,76.21666666666667,0.7037614066325394,1.3265277583554747,1.0969197261978842,1244.9262,3.7245744216499346,546.112,8094.4038,3595.5696000000003,0,0,0,0,0,1,0,0,0,0,132
83.4,51.96,90.05,22.91,67.25,6.72,135.57,225.41000000000003,75.13666666666667,0.5831760016782044,1.574773413897281,0.570675453047776,1540.6975,5.670012547051442,911.0303999999999,11306.538,6055.8625,0,0,0,0,1,0,0,0,0,0,100
97.07,61.61,72.95,22.34,66.81,6.38,72.27,231.63,77.21,0.7160666863381527,1.5503913112921257,0.833130493576741,1492.5354,3.0964010282776346,461.08259999999996,7015.248899999999,4873.789500000001,0,0,0,0,0,0,0,0,0,1,19
51.37,35.31,53.15,14.1,77.28,6.87,65.9,139.83,46.61000000000001,0.5742231164766375,1.4147617736160836,0.6520775623268699,1089.648,4.364238410596027,452.73300000000006,3385.283,4107.432,0,0,0,0,1,0,0,0,0,0,59
70.31,59.74,64.37,11.55,69.8,6.11,64.5,194.42000000000002,64.80666666666667,0.5619854528015346,1.1575567994731644,0.9138748661465503,806.19,5.139442231075697,394.095,4534.995,4493.026,0,0,0,0,1,0,0,0,0,0,129
16.41,54.0,44.13,13.23,52.99,6.34,51.71,114.53999999999999,38.18,0.16554019973771816,0.2983636363636364,1.1965433192998005,701.0577000000001,3.633872101194659,327.8414,848.5611,2338.4487000000004,0,0,0,0,0,0,0,1,0,0,54
88.72,53.78,57.58,24.89,60.27,6.7,68.42,200.07999999999998,66.69333333333333,0.7896048415806337,1.619569185834246,0.9180607715944009,1500.1203,2.6427191966010044,458.41400000000004,6070.2224,3470.3466,0,0,1,0,0,0,0,0,0,0,64
78.86,47.09,126.02,30.92,82.75,6.78,168.71,251.97,83.99,0.45293205444833723,1.6398419629860677,0.3707290190521178,2558.63,5.285401002506266,1143.8538,13304.4706,10428.154999999999,0,0,0,0,1,0,0,0,0,0,39
81.51,56.95,93.65,23.63,69.03,7.3,108.68,232.11,77.37,0.537664907651715,1.4065573770491804,0.6016904384574749,1631.1788999999999,4.412505075111653,793.364,8858.506800000001,6464.659500000001,0,0,0,0,1,0,0,0,0,0,8
52.57,45.47,60.98,26.44,84.21,6.16,174.0525,159.01999999999998,53.00666666666666,0.4892508143322476,1.1312674843985366,0.7336237495966441,2226.5124,6.3430211370262395,1072.1634000000001,9149.939925,5135.1258,1,0,0,0,0,0,0,0,0,0,16
75.66,46.36,39.22,12.01,49.0,6.81,68.32,161.24,53.74666666666667,0.8738738738738738,1.5975506756756757,1.1526603679761314,588.49,5.251345119139123,465.2591999999999,5169.091199999999,1921.78,0,1,0,0,0,0,0,0,0,0,10
58.94,52.93,70.21,28.99,75.44,6.61,85.99,182.07999999999998,60.69333333333333,0.4747865313355889,1.092898201372149,0.7432944811122034,2187.0056,2.867289096365455,568.3939,5068.250599999999,5296.6424,0,0,0,0,0,0,0,0,0,1,14
42.12,26.65,60.14,21.71,81.42,6.48,174.0525,128.91,42.97,0.4797812962752022,1.5233273056057866,0.43588485443245006,1767.6282,7.664134742404228,1127.8602,7331.0913,4896.5988,1,0,0,0,0,0,0,0,0,0,25
100.46,70.3,75.99,20.94,64.66,6.56,76.33,246.75,82.25,0.6820558082694005,1.4089761570827488,0.9131055981296272,1353.9804,3.4790337283500454,500.72479999999996,7668.1118,4913.5134,0,0,0,0,0,0,0,0,0,1,19
92.38,55.91,67.66,9.73,66.7,7.22,43.77,215.95,71.98333333333333,0.7415910732921249,1.6232648040766122,0.8143023594523741,648.9910000000001,4.079217148182665,316.0194,4043.4726,4512.922,0,0,0,0,0,0,0,0,0,1,67
68.88,56.37,65.56,23.4,66.39,7.27,68.05,190.81,63.60333333333333,0.5603188806637923,1.2006275056649818,0.846905048076923,1553.5259999999998,2.7889344262295084,494.72349999999994,4687.284,4352.5284,0,0,0,0,0,0,0,0,0,1,149
51.48,32.59,40.33,26.77,78.68,6.12,174.0525,124.39999999999999,41.46666666666666,0.6964285714285714,1.532598987793986,0.7885313331720302,2106.2636,6.267644940583364,1065.2013000000002,8960.2227,3173.1644,1,0,0,0,0,0,0,0,0,0,93
75.69,49.36,72.23,30.05,65.87,6.62,85.95,197.28,65.76,0.6174239334366588,1.5029785544082606,0.6740406937047657,1979.3935000000001,2.7681159420289854,568.989,6505.5555,4757.7901,0,0,0,0,1,0,0,0,0,0,88
126.54,53.62,130.56,27.26,73.67,6.03,136.33,310.72,103.57333333333334,0.6833351333837347,2.3167337971439035,0.4075706901793858,2008.2442,4.8241330502477,822.0699000000001,17251.198200000003,9618.3552,0,0,0,0,1,0,0,0,0,0,9
61.03,47.27,68.99,31.62,79.48,6.9,75.68,177.29000000000002,59.09666666666667,0.5204673375405083,1.2643463849181686,0.6753821974567796,2513.1576,2.3200490496627832,522.1920000000001,4618.750400000001,5483.3252,0,0,0,0,0,0,0,0,0,1,14
36.09,35.49,46.94,25.02,73.06,6.89,174.0525,118.52000000000001,39.50666666666667,0.4325782092772384,0.9890380926281174,0.7403003754693368,1827.9612,6.689181398923905,1199.221725,6281.554725000001,3429.4364,1,0,0,0,0,0,0,0,0,0,36
72.21,44.7,43.66,16.44,52.87,6.91,83.58,160.57,53.52333333333333,0.8080796777081467,1.5800875273522974,1.00089565606807,869.1828,4.79243119266055,577.5378,6035.3117999999995,2308.3041999999996,0,0,0,0,0,1,0,0,0,0,89
119.1,76.89000000000001,121.78,16.37,68.24,5.82,69.65,317.77,105.92333333333333,0.5964841989282315,1.5290794710489148,0.6262420589672586,1117.0888,4.009786989061601,405.36300000000006,8295.315,8310.2672,0,0,0,0,0,0,0,0,0,1,112
101.37,52.26,53.91,28.74,75.86,6.16,174.0525,207.54,69.17999999999999,0.9458803769711674,1.9033045437476532,0.9517392096157349,2180.2164,5.852471418964359,1072.1634000000001,17643.701925,4089.6126,0,1,0,0,0,0,0,0,0,0,118
84.18,42.33,72.56,21.72,81.59,6.36,148.22,199.07,66.35666666666667,0.7263784623349728,1.9427648280636975,0.5754486133768352,1772.1348,6.523767605633803,942.6792,12477.1596,5920.170400000001,1,0,0,0,0,0,0,0,0,0,40
63.78,40.78,45.83,26.57,50.54,6.71,55.59,150.39,50.129999999999995,0.7279990868622304,1.5265677357587362,0.8708093102711937,1342.8478,2.016322089227421,373.00890000000004,3545.5302,2316.2482,0,0,0,0,0,1,0,0,0,0,123
55.88,31.9,51.65,31.31,60.58,6.51,107.77,139.43,46.47666666666667,0.6609107037256062,1.6984802431610944,0.6058879392212726,1896.7597999999998,3.3354998452491484,701.5826999999999,6022.1876,3128.957,0,0,0,0,0,0,1,0,0,0,27
76.19,46.92,77.7,14.95,60.39,6.51,101.72,200.81,66.93666666666667,0.6065117019582869,1.5899415692821368,0.5961880559085133,902.8304999999999,6.37742946708464,662.1972,7750.0468,4692.303,0,0,0,0,1,0,0,0,0,0,103
55.67,48.74,56.39,26.26,82.51,6.45,174.0525,160.8,53.6,0.5245453688872138,1.1192199437072778,0.8492768775047917,2166.7126000000003,6.3849046221570065,1122.638625,9689.502675000002,4652.7389,1,0,0,0,0,0,0,0,0,0,16
25.9,52.05,50.93,15.37,51.77,7.68,64.65,128.88,42.96,0.24908636276206964,0.4882186616399623,1.002310803004044,795.7049,3.9492974954184494,496.512,1674.435,2636.6461,0,0,0,0,0,0,0,1,0,0,51
22.51,42.84,46.4,23.43,61.74,6.26,63.56,111.75,37.25,0.24944592198581558,0.5134580291970803,0.9037974683544305,1446.5682,2.6017191977077365,397.8856,1430.7356000000002,2864.736,0,0,0,0,0,0,0,1,0,0,75
73.14,48.05,65.9,26.39,67.52,6.93,85.3,187.09,62.36333333333334,0.6362766420182688,1.491131498470948,0.718236173393124,1781.8528,3.114275282949982,591.1289999999999,6238.842,4449.568,0,0,0,0,1,0,0,0,0,0,88
98.3,48.04,48.6,16.61,50.4,7.07,83.49,194.94,64.98,1.0067595247849241,2.0044861337683524,0.9685483870967742,837.1439999999999,4.741056218057921,590.2743,8207.067,2449.44,0,1,0,0,0,0,0,0,0,0,147
71.85,38.01,41.44,21.58,86.59,5.49,174.0525,151.29999999999998,50.43333333333333,0.8931013051584836,1.8418354268136374,0.8956173421300659,1868.6122,7.708259521700621,955.5482250000001,12505.672125,3588.2896,1,0,0,0,0,0,0,0,0,0,138
37.03,34.58,44.52,20.69,54.73,6.57,53.48,116.13,38.71,0.4622971285892635,1.040753232152895,0.7596660808435851,1132.3637,2.465652374366067,351.3636,1980.3644,2436.5796,0,0,0,0,0,0,0,0,1,0,53
62.33,52.1,64.9,32.16,75.22,6.96,73.32,179.33,59.77666666666667,0.5282203389830509,1.1738229755178906,0.7905918057663125,2419.0751999999998,2.2110977080820264,510.30719999999997,4570.035599999999,4881.778,0,0,0,0,1,0,0,0,0,0,63
38.18,57.6,71.75,28.35,69.61,6.73,94.26,167.53,55.843333333333334,0.292903720751822,0.6515358361774743,0.7917525773195877,1973.4435,3.2115843270868827,634.3698,3598.8468000000003,4994.5175,0,0,0,0,0,0,0,1,0,0,127
97.64,67.61,106.51,24.33,68.45,6.36,86.67,271.76,90.58666666666666,0.557560529922339,1.4231161638245153,0.6288717328620593,1665.3885,3.421634425582314,551.2212000000001,8462.4588,7290.6095000000005,0,0,0,0,0,0,0,0,0,1,141
66.68,52.43,71.73,10.83,65.11,7.29,125.24,190.84000000000003,63.613333333333344,0.5327580696708214,1.2479880217106496,0.7208854667949951,705.1413,10.586644125105662,912.9996,8351.003200000001,4670.3403,0,0,0,0,1,0,0,0,0,0,105
65.34,40.15,66.0,34.2,77.18,6.5,164.51,171.49,57.163333333333334,0.6097993467102193,1.5878493317132443,0.5992537313432835,2639.5560000000005,4.673579545454545,1069.315,10749.0834,5093.88,0,0,0,0,1,0,0,0,0,0,77
42.19,32.59,27.2,18.64,44.72,7.66,56.68,101.98,33.99333333333333,0.694028623128804,1.2560285799345041,1.1556737588652484,833.5808,2.885947046843177,434.16880000000003,2391.3291999999997,1216.384,0,0,0,0,0,0,0,0,1,0,46
51.71,27.06,45.72,30.16,76.73,6.15,174.0525,124.49,41.49666666666666,0.7008674437516942,1.8428367783321455,0.579195205479452,2314.1768,5.585767008985879,1070.4228750000002,9000.254775000001,3508.0956,1,0,0,0,0,0,0,0,0,0,93
102.45,74.43,94.12,17.0,65.59,6.59,66.48,271.0,90.33333333333333,0.6042465349454438,1.3582129126342304,0.7824852817493693,1115.03,3.6933333333333334,438.1032,6810.876,6173.330800000001,0,0,0,0,0,0,0,0,0,1,20
61.69,40.22,58.01,9.7,59.78,6.91,87.04,159.92,53.306666666666665,0.6216869898216265,1.4966035904900534,0.6815793933231655,579.866,8.134579439252338,601.4464,5369.497600000001,3467.8378,0,0,0,0,1,0,0,0,0,0,32
28.96,54.88,53.11,14.31,61.28,6.87,65.47,136.95,45.65,0.26571245068354893,0.5182534001431639,1.0142302716688227,876.9168000000001,4.276290006531679,449.7789,1896.0112,3254.5808,0,0,0,0,0,0,0,1,0,0,106
73.3,47.02,42.66,14.81,58.16,6.84,74.07,162.98,54.32666666666666,0.8083370092633435,1.526447313619325,1.07695831424645,861.3496,4.685009487666034,506.63879999999995,5429.330999999999,2481.1056,0,0,0,0,0,1,0,0,0,0,89
125.76,76.89000000000001,119.16,16.04,67.27,5.66,77.71,321.81000000000006,107.27000000000002,0.6382136513575235,1.6145846706894336,0.6398968042609855,1079.0107999999998,4.560446009389671,439.8386,9772.8096,8015.8931999999995,0,0,0,0,0,0,0,0,0,1,112
24.79,51.77,52.43,11.91,59.71,7.07,69.86,128.99,42.99666666666667,0.23564638783269962,0.46977449308319114,0.9689313119970054,711.1461,5.411309062742061,493.91020000000003,1731.8293999999999,3130.5953,0,0,0,0,0,0,0,1,0,0,106
64.98,37.65,70.31,27.11,52.91,6.28,74.72,172.94,57.64666666666667,0.5963656387665198,1.6812419146183701,0.5279764408918804,1434.3900999999998,2.658128779793668,469.2416,4855.305600000001,3720.1021,0,0,0,0,1,0,0,0,0,0,146
28.02,44.94,48.86,22.43,51.51,6.7,65.88,121.82,40.60666666666666,0.2955696202531646,0.60992599042229,0.901323706377858,1155.3692999999998,2.811779769526248,441.39599999999996,1845.9576,2516.7786,0,0,0,0,0,0,0,1,0,0,33
62.45,52.36,62.75,18.9,77.8,7.17,76.91,177.56,59.18666666666667,0.5378520368615968,1.170352323838081,0.8213333333333334,1470.4199999999998,3.864824120603015,551.4447,4803.0295,4881.95,0,0,0,0,0,0,0,0,1,0,84
63.36,35.74,57.52,24.09,81.49,6.15,174.0525,156.62,52.20666666666667,0.6721833227243793,1.7245508982035926,0.6107313738892687,1963.0940999999998,6.937126345157433,1070.4228750000002,11027.966400000001,4687.3048,1,0,0,0,0,0,0,0,0,0,16
70.17,52.43,67.04,13.44,58.17,7.02,113.17,189.64,63.21333333333333,0.5824686643977754,1.313307130825379,0.7705761316872427,781.8048,7.8372576177285325,794.4534,7941.1389,3899.7168000000006,0,0,0,0,1,0,0,0,0,0,105
99.11,63.77,100.91,17.45,62.25,7.0,84.83,263.78999999999996,87.92999999999999,0.5982013520038628,1.5301837270341205,0.6257482092041998,1086.2625,4.597831978319784,593.81,8407.5013,6281.6475,0,0,0,0,0,0,0,0,0,1,7
87.24,68.39,68.45,26.52,64.45,6.99,91.33,224.07999999999998,74.69333333333333,0.6329077190946024,1.2572416774751405,0.9847372210223182,1709.214,3.3186773255813953,638.3967,7967.629199999999,4411.6025,0,0,0,0,0,0,0,0,0,1,24
70.27,49.23,76.87,15.31,63.1,6.53,99.47,196.37,65.45666666666666,0.5528717545239968,1.398964762094366,0.632207525362784,966.061,6.09871244635193,649.5391,6989.756899999999,4850.497,0,0,0,0,1,0,0,0,0,0,103
91.86,51.84,77.92,28.44,75.11,7.06,61.98,221.62,73.87333333333333,0.7025084123585195,1.738455715367146,0.6568677141409022,2136.1284,2.105298913043478,437.57879999999994,5693.4828,5852.5712,0,0,0,0,0,0,0,0,0,1,45
21.9,31.92,35.7,30.93,45.23,6.72,30.96,89.52000000000001,29.840000000000003,0.3191489361702127,0.6652490886998784,0.8697547683923705,1398.9639,0.9696210460382086,208.0512,678.024,1614.711,0,0,0,0,0,0,0,1,0,0,86
36.03,37.99,39.17,19.94,56.45,6.67,52.55,113.19000000000001,37.730000000000004,0.4609774820880246,0.9240830982303154,0.945730644759771,1125.613,2.509551098376313,350.50849999999997,1893.3764999999999,2211.1465000000003,0,0,0,0,0,0,0,0,1,0,53
61.06,52.98,75.65,19.23,75.02,6.81,93.25,189.69,63.23,0.471032939905886,1.13115968877362,0.6911937377690801,1442.6345999999999,4.609490855165595,635.0324999999999,5693.845,5675.263,0,0,0,0,0,0,0,0,1,0,84
64.5,42.63,118.77,32.06,88.63,6.56,150.08,225.89999999999998,75.3,0.39716748768472904,1.4783405913362364,0.35593220338983056,2841.4778,4.539624924379916,984.5248,9680.160000000002,10526.585099999998,0,0,0,0,1,0,0,0,0,0,39
27.65,47.36,59.76,17.14,69.56,7.729999999999999,47.66,134.76999999999998,44.923333333333325,0.25573436921938586,0.5717535153019023,0.7794601711652404,1192.2584000000002,2.6273428886438808,368.4117999999999,1317.7989999999998,4156.9056,0,0,0,1,0,0,0,0,0,0,13
81.89,64.59,103.32,21.87,73.44,6.98,92.66,249.8,83.26666666666667,0.484814398200225,1.2485134929105046,0.6191526073619633,1606.1328,4.05159597726279,646.7668,7587.9274,7587.8207999999995,0,0,0,0,1,0,0,0,0,0,69
99.09,72.43,105.1,16.87,57.19,6.43,66.9,276.62,92.20666666666666,0.5550327676020838,1.3494484543102274,0.6826578699340246,964.7953,3.74370453273643,430.16700000000003,6629.121000000001,6010.669,0,0,0,0,0,0,0,0,0,1,21
77.04,35.22,43.67,19.07,86.78,5.49,160.5,155.93,51.97666666666667,0.9643259481787458,2.1270016565433463,0.7884486232370718,1654.8946,7.997010463378176,881.145,12364.920000000002,3789.6826,1,0,0,0,0,0,0,0,0,0,138
127.76,65.71,137.375,27.26,85.49,6.33,174.0525,330.845,110.28166666666668,0.6260136707744323,1.9151551491530507,0.4748690153568202,2330.4574,6.158970276008493,1101.7523250000002,22236.9474,11744.18875,0,0,0,0,0,0,1,0,0,0,95
68.59,61.44,71.92,14.9,73.4,6.3,61.18,201.95,67.31666666666666,0.5104941947008038,1.0984945547725817,0.8425671969281404,1093.66,3.8477987421383646,385.43399999999997,4196.3362,5278.928000000001,0,0,0,0,1,0,0,0,0,0,129
45.47,32.92,59.99,15.16,64.42,6.7,78.62,138.38,46.126666666666665,0.48418698754126294,1.3405070754716981,0.5397606164945074,976.6072,4.86509900990099,526.754,3574.8514,3864.5558,0,0,0,0,1,0,0,0,0,0,59
69.29,48.8,117.9,31.57,89.16,6.44,174.0525,235.99,78.66333333333334,0.41317829457364347,1.3913654618473899,0.4104289318755256,2814.7812,5.343951489100399,1120.8981,12060.097725000001,10511.964,0,0,0,0,1,0,0,0,0,0,39
28.33,56.2,61.21,23.24,58.77,7.24,52.5,145.74,48.580000000000005,0.23925344143231145,0.4952797202797202,0.9033917376627553,1365.8147999999999,2.1658415841584158,380.1,1487.3249999999998,3597.3117,0,0,0,1,0,0,0,0,0,0,1
102.42,45.35,47.28,16.46,49.6,6.47,90.32,195.05,65.01666666666667,1.0938801666132651,2.209708737864078,0.9393123446561723,816.416,5.172966781214203,584.3703999999999,9250.5744,2345.088,0,1,0,0,0,0,0,0,0,0,147
64.07,33.85,25.05,15.4,55.48,7.25,39.1,122.96999999999998,40.989999999999995,1.0696160267111852,1.83845050215208,1.2994241842610366,854.3919999999999,2.3841463414634148,283.475,2505.1369999999997,1389.774,0,1,0,0,0,0,0,0,0,0,114
40.11,32.4,35.9,21.33,59.82,7.33,62.81,108.41,36.13666666666666,0.5787878787878789,1.2008982035928144,0.8780487804878049,1275.9605999999999,2.8128078817733995,460.39730000000003,2519.3091,2147.538,0,0,0,0,0,0,0,0,1,0,52
52.49,27.87,41.97,26.86,37.19,7.41,48.81,122.33,40.776666666666664,0.7409655561829475,1.8181503290613092,0.6485920409588085,998.9233999999999,1.7519741564967697,361.68210000000005,2562.0369,1560.8643,0,0,0,0,1,0,0,0,0,0,97
73.91,53.99,43.87,14.66,60.21,6.63,77.55,171.77,57.25666666666667,0.7476229010722233,1.344062556828514,1.203253844439492,882.6786000000001,4.952107279693486,514.1564999999999,5731.720499999999,2641.4127,0,0,0,0,0,1,0,0,0,0,89
55.68,28.85,32.02,25.15,66.86,6.81,85.57,116.55000000000001,38.85,0.8999515112332309,1.8653266331658291,0.8737129012719563,1681.529,3.2722753346080307,582.7316999999999,4764.5376,2140.8572000000004,0,0,0,0,0,1,0,0,0,0,92
106.22,60.76,112.87,14.61,64.4,6.73,59.19,279.85,93.28333333333335,0.608257458626811,1.7198834196891193,0.5335909370334592,940.884,3.7918001281229983,398.3487,6287.1618,7268.828000000001,0,0,0,0,0,0,0,0,0,1,29
95.87,76.89000000000001,104.01,25.53,67.0,6.23,89.13,276.77000000000004,92.25666666666667,0.5270478284771852,1.230838361792271,0.7322159794305305,1710.51,3.359592913682623,555.2799,8544.8931,6968.67,0,0,0,0,0,0,0,0,0,1,141
53.14,42.26,92.32,27.88,70.7,6.12,74.29,187.72,62.57333333333333,0.391945714707184,1.2283865002311605,0.4528504072010287,1971.116,2.572368421052632,454.6548,3947.7706000000003,6527.023999999999,0,0,0,0,0,0,0,0,0,1,134
23.78,55.47,42.67,24.36,59.29,6.34,76.04,121.92,40.64,0.239862820254186,0.421108553214096,1.2702083810396152,1444.3044,2.9984227129337544,482.09360000000004,1808.2312000000002,2529.9043,0,0,0,0,0,0,0,1,0,0,121
92.9,53.91,110.07,19.95,73.69,6.97,114.07,256.88,85.62666666666667,0.5630985574008971,1.6918594063012204,0.4853695867470964,1470.1154999999999,5.444868735083532,795.0678999999999,10597.103,8111.0583,0,0,0,0,1,0,0,0,0,0,69
92.31,76.89000000000001,107.18,11.37,59.13,6.34,68.14,276.38,92.12666666666667,0.4987842437996433,1.1851328797021439,0.7107598447032725,672.3081,5.508488278092159,432.00759999999997,6290.0034000000005,6337.553400000001,0,0,0,0,0,0,0,0,0,1,21
64.29,59.47,75.14,12.78,51.82,7.24,91.17,198.9,66.3,0.4740800825897795,1.063171820737556,0.7810612030470186,662.2596,6.616110304789551,660.0708000000001,5861.319300000001,3893.7548,0,0,0,0,1,0,0,0,0,0,4
112.23,64.63,106.06,19.59,60.29,7.0,69.47,282.92,94.30666666666667,0.6536781408352264,1.710041139722688,0.6036801793386886,1181.0810999999999,3.3739679456046625,486.28999999999996,7796.618100000001,6394.3574,0,0,0,0,0,0,0,0,0,1,29
66.83,37.29,73.61,11.43,64.07,6.24,56.9,177.73000000000002,59.24333333333334,0.5972296693476318,1.745364324889005,0.4997989545637314,732.3200999999999,4.577634754625905,355.056,3802.627,4716.1927,0,0,0,0,0,0,0,0,0,1,50
100.04,65.39,103.12,13.11,60.9,6.64,73.57,268.55,89.51666666666667,0.5901716712878297,1.5068534417834012,0.6280253553592009,798.399,5.214032600992204,488.50479999999993,7359.9428,6280.008,0,0,0,0,0,0,0,0,0,1,21
79.02,60.19,76.37,22.6,65.56,7.09,61.88,215.57999999999998,71.86,0.5744402442570514,1.291387481614643,0.7779501098617034,1481.6560000000002,2.6220338983050846,438.7292,4889.7576,5006.8172,0,0,0,0,0,0,0,0,0,1,149
65.16,35.93,89.53,28.17,70.36,5.96,79.39,190.62,63.54,0.5152617428435868,1.7644191714053614,0.39688501049375896,1982.0412000000001,2.7216318135070274,473.1644,5173.0524,6299.3308,0,0,0,0,0,0,0,0,0,1,134
95.19,51.66,81.43,27.17,73.78,6.96,70.66,228.28,76.09333333333333,0.7098963382802594,1.8076338777060388,0.6267135751546766,2004.6026000000002,2.508342208022719,491.79359999999997,6726.1254,6007.905400000001,0,0,0,0,0,0,0,0,0,1,45
108.69,66.49,110.02,11.38,62.81,6.7,64.14,285.2,95.06666666666666,0.6123035321953693,1.6104608090087422,0.5989010989010989,714.7778000000001,5.180936995153473,429.738,6971.3766,6910.3562,0,0,0,0,0,0,0,0,0,1,29
30.68,51.41,66.94,22.24,56.35,7.07,53.87,149.03,49.67666666666667,0.25705906996229577,0.5853844686128602,0.756697085663821,1253.224,2.317986230636833,380.8609,1652.7315999999998,3772.069,0,0,0,1,0,0,0,0,0,0,1
46.57,24.67,67.59,38.94,34.10125000000001,7.729999999999999,23.77,138.83,46.27666666666667,0.49935663735792407,1.814179976626412,0.35967342178160083,1327.9026750000003,0.5951427140711066,183.74209999999997,1106.9689,2304.9034875000007,0,0,0,0,0,0,1,0,0,0,47
119.91,53.38,129.98,31.52,77.11,5.92,151.88,303.27,101.08999999999999,0.6504122369277501,2.2050386171386536,0.40754313635669576,2430.5072,4.670356703567036,899.1296,18211.9308,10022.7578,0,0,0,0,1,0,0,0,0,0,9
66.52,64.68,72.3,17.13,59.77,6.73,51.88,203.5,67.83333333333333,0.4820988549065081,1.0127892813641899,0.8824010914051843,1023.8601,2.8615554329840047,349.15240000000006,3451.0576,4321.371,0,0,0,0,0,0,0,0,0,1,57
84.88,61.3,101.88,17.28,71.47,6.91,86.67,248.06,82.68666666666667,0.5169935436715799,1.3624398073836277,0.5958398133748056,1235.0016,4.741247264770241,598.8897000000001,7356.549599999999,7281.3636,0,0,0,0,1,0,0,0,0,0,69
77.18,40.47,47.79,20.63,90.37,5.49,174.0525,165.44,55.14666666666667,0.8646650235267759,1.861104412828551,0.8294732527157205,1864.3331,8.046809986130375,955.5482250000001,13433.371950000002,4318.7823,1,0,0,0,0,0,0,0,0,0,138
45.52,36.2,57.48,28.68,61.22,6.54,77.4,139.2,46.4,0.4807773553020701,1.2236559139784946,0.619015047879617,1755.7895999999998,2.6078167115902966,506.196,3523.2480000000005,3518.9255999999996,0,0,0,0,1,0,0,0,0,0,55
130.49874999999997,57.99,110.82,32.55,75.41,6.9,161.04,299.30875,99.76958333333333,0.7684986161003473,2.212218172571622,0.5186013235557146,2454.5955,4.8,1111.176,21015.518699999993,8356.936199999998,1,0,0,0,0,0,0,0,0,0,131
101.68,62.54,81.79,24.85,58.9,6.49,75.23,246.01,82.00333333333333,0.6996490745200578,1.600251809883538,0.7554052421790071,1463.665,2.9102514506769825,488.2427,7649.386400000001,4817.4310000000005,0,0,0,0,0,0,0,0,1,0,34
71.86,39.48,69.98,14.64,61.74,6.78,43.66,181.32,60.44,0.6505522361035668,1.775197628458498,0.5562130177514792,903.8736,2.7915601023017897,296.0148,3137.4075999999995,4320.5652,0,0,0,0,0,0,0,0,0,1,144
77.36,50.13,67.33,27.62,77.87,6.51,174.0525,194.82,64.94,0.6530474421745737,1.513006062976726,0.7336455436850579,2150.7694,6.08149895178197,1133.081775,13464.7014,5242.9871,0,0,0,0,1,0,0,0,0,0,65
80.76,37.27,72.78,20.93,79.72,6.37,174.0525,190.81,63.60333333333333,0.7272399819900945,2.1102691403187874,0.5051504472756845,1668.5396,7.936730506155952,1108.7144250000001,14056.479900000002,5802.0216,1,0,0,0,0,0,0,0,0,0,40
43.59,36.82,43.73,29.12,60.51,6.55,68.81,124.13999999999999,41.379999999999995,0.5345187001839363,1.1525647805393973,0.8231611893583726,1762.0512,2.2845285524568393,450.70550000000003,2999.4279,2646.1022999999996,0,0,0,0,1,0,0,0,0,0,49
98.46,56.79,79.27,11.48,65.51,7.15,44.67,234.51999999999998,78.17333333333333,0.718371516124325,1.7037549749091538,0.707487230596736,752.0548000000001,3.579326923076923,319.39050000000003,4398.2082,5192.9777,0,0,0,0,0,0,0,0,0,1,67
71.48,40.14,48.69,22.27,88.95,5.49,174.0525,160.31,53.43666666666667,0.7957252588222198,1.7374817695673312,0.8078084121553633,1980.9165,7.479694886119468,955.5482250000001,12441.272700000001,4330.9755,1,0,0,0,0,0,0,0,0,0,138
69.15,48.78,68.32,12.59,62.76,6.99,93.23,186.25,62.083333333333336,0.5855207451312447,1.3891120932101246,0.7036930178880555,790.1483999999999,6.8601913171449596,651.6777000000001,6446.8545,4287.763199999999,0,0,0,0,1,0,0,0,0,0,32
75.84,50.23,89.44,29.3,59.06,6.74,64.95,215.51,71.83666666666666,0.5391341437406697,1.4803825883271522,0.5553958425475453,1730.458,2.1435643564356437,437.76300000000003,4925.808,5282.3264,0,0,0,0,1,0,0,0,0,0,81
82.17,34.28,40.07,11.62,57.44,6.43,71.24,156.52,52.17333333333334,1.0905109489051097,2.329081632653061,0.834672510348186,667.4527999999999,5.64500792393027,458.07319999999993,5853.7908,2301.6208,0,1,0,0,0,0,0,0,0,0,122
71.57,40.11,102.28,24.19,71.2,5.84,127.66,213.95999999999998,71.32,0.49912825162145197,1.7409389442957917,0.38836173508907823,1722.3280000000002,5.067884080984517,745.5344,9136.626199999999,7282.336,0,0,0,0,1,0,0,0,0,0,109
98.04,46.52,43.28,8.41,55.59,7.04,62.32,187.84,62.61333333333334,1.0797356828193831,2.063131313131313,1.0505871725383922,467.5119,6.622741764080765,438.7328,6109.852800000001,2405.9352000000003,0,0,0,0,0,1,0,0,0,0,23
